Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,17,1,9853,1,1,134.0,1,1,19,4,5,-0.3120514489805185,1,0,0,1,0,0,22,0,0,6,10,5,0.5237690756032107,0,0,6,8,5,0.4182466174635073,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,1
1,44,1,8014,0,39,160.0,1,37,37,7,7,2.056686459713925,0,0,0,1,0,1,21,0,3,6,6,6,0.8340062550783996,0,2,6,6,6,0.757816843432303,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,44,1,9085,1,39,140.0,1,4,38,4,5,0.9216662117978377,1,0,0,1,0,0,21,0,0,6,11,4,0.43759208130454724,0,0,6,19,1,0.14915323084672547,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,1
1,39,1,9500,1,1,150.0,1,1,19,5,3,0.9216662117978377,0,1,0,1,0,0,26,0,0,7,11,5,0.11701366251351858,0,0,8,13,5,0.36827213137753356,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,1
1,1,6,9773,1,1,141.0,1,30,37,7,7,0.10388764808189914,1,0,1,0,0,0,18,0,0,6,8,5,0.4892982778837454,0,0,6,8,5,0.22603705559437745,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,17,2,9085,1,1,120.0,1,1,1,9,10,-0.8407875893140998,0,0,0,0,0,0,20,0,0,5,8,2,-0.027763687908236103,0,0,5,8,2,0.405432646672232,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,17,2,9085,1,1,166.0,1,1,19,4,3,2.2399816550295664,0,0,0,1,0,0,18,0,0,6,7,6,0.8734014524720747,0,0,6,7,6,0.7257819164541148,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
1,1,4,9500,1,1,147.0,1,1,1,4,9,-0.17105514489156354,1,0,0,1,0,1,19,0,0,8,11,7,0.46034280779939435,0,0,8,11,7,0.5066630159233068,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,51,1,9238,1,1,121.0,1,3,19,3,10,-1.0593318606519797,1,0,0,1,0,0,20,0,5,11,12,11,0.22606673166237323,0,5,11,14,11,0.3413627927158553,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2
1,44,1,9085,1,39,150.0,1,38,37,4,6,1.6266477322426127,1,0,0,1,0,1,22,0,3,6,11,6,0.5188446759290014,0,2,6,10,3,0.3413627927158553,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,17,1,9670,1,1,124.0,1,37,19,5,8,-0.8971861109496816,1,0,1,1,0,0,18,0,0,6,6,5,0.24110853430359444,0,0,6,9,4,0.6708648987772204,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,0
1,17,1,9147,1,1,96.0,1,38,37,6,4,-1.96875802202574,1,0,0,1,0,0,19,0,0,5,10,3,0.006707109811229211,0,0,5,9,0,-1.9651519497137022,3,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,0
1,17,4,9070,1,1,125.0,1,1,3,3,3,0.13913672410413788,0,0,0,1,0,1,18,0,0,6,9,5,0.19974357704023568,0,0,6,8,4,0.1875951432205513,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,1
1,17,1,9254,1,1,136.0,1,37,37,7,7,-0.36844997061610035,1,0,0,1,0,0,20,0,0,6,13,3,-0.06223448562770142,0,0,6,12,3,0.021013522933972392,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,1
1,1,1,9773,1,1,120.0,1,38,37,9,9,-0.8548872197229955,1,1,0,1,0,0,19,0,0,6,11,4,0.33417968814615095,0,0,6,11,3,0.14915323084672547,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,1
1,1,1,9254,1,1,128.0,1,19,38,9,9,0.0051902352196302294,0,0,0,1,0,0,19,0,0,6,6,6,0.28247349156695284,0,0,6,7,4,0.4855199641177026,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,1
1,17,1,9500,1,1,142.0,1,37,37,5,5,0.3083322890108843,1,0,0,1,0,0,19,0,0,8,8,7,0.8474006221922492,0,0,8,8,7,0.866369481706964,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,1,1,171,1,1,135.0,1,1,19,3,9,0.7172215708688526,1,0,0,1,0,0,18,0,0,0,0,0,-2.1994239442345584,0,0,0,0,0,-1.9651519497137022,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,2
1,7,1,9070,1,40,120.0,1,1,19,3,9,-0.4882968290917123,1,0,0,1,0,0,21,0,9,13,14,13,0.6165750694633104,1,6,12,12,12,0.7738343069213973,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,39,1,9991,0,40,140.0,1,1,19,9,9,0.8511680597533603,0,0,0,1,0,0,27,0,0,5,5,5,1.0684076795707649,0,0,5,5,5,0.8795495659494188,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,2
1,17,1,9238,1,1,135.0,1,1,19,4,4,0.15323635451303258,0,0,0,1,0,0,19,0,0,6,6,6,0.8340062550783996,0,0,6,7,6,0.8356159518079033,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,2
4,39,1,9085,1,1,133.1,1,34,34,0,0,0.08978801767300243,0,0,0,1,0,0,25,0,0,5,5,0,-2.1994239442345584,0,0,5,5,0,-1.9651519497137022,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,1,2,9500,1,1,137.0,1,19,19,7,7,-0.4318983074561305,1,0,0,1,0,1,18,0,0,8,8,7,0.8314455672478114,0,0,8,8,7,0.8515418869342031,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,39,1,9500,1,3,122.0,1,19,1,4,8,0.625573973211033,0,0,0,1,0,0,24,0,0,8,8,7,0.36549887007412235,0,0,8,8,7,0.4185212025518916,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,1,3,9500,1,1,128.0,1,1,1,4,10,-0.5658447963406371,1,0,0,1,0,0,20,0,0,7,8,7,0.19715826721127594,0,0,8,9,7,0.7395111708733384,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,7,1,9991,0,40,140.0,1,37,37,6,6,0.9216662117978377,0,0,0,1,0,0,26,0,3,5,5,5,0.696123064200538,0,1,5,5,5,1.0333172154447225,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2
1,1,1,9238,1,1,132.0,1,1,38,9,7,0.01224005042407758,1,0,0,1,0,1,20,0,0,6,9,6,0.3514150870058838,0,0,6,6,6,0.3093278657376671,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,2
1,1,1,9085,1,1,131.0,1,37,37,90,90,0.7101717556644053,0,0,0,1,0,0,18,0,0,5,5,5,0.696123064200538,0,0,5,6,5,0.9948753030708967,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,1,1,9085,1,1,126.0,1,1,1,9,9,0.03338949603742163,1,0,0,1,0,0,19,0,0,6,13,6,0.9506766473596672,0,0,6,10,6,0.4134413784167789,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,2
1,1,1,9853,1,1,133.1,1,19,19,9,9,-1.96875802202574,1,0,0,1,0,0,23,0,0,6,9,5,0.19974357704023568,0,0,6,9,3,0.14915323084672547,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0
1,1,4,9500,1,1,136.0,1,37,37,9,9,-0.04415847121150422,1,0,0,1,0,1,18,0,0,7,7,6,0.19974357704023568,0,0,7,7,6,0.2644789679682033,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,1,4,9500,1,1,140.0,1,1,19,4,5,0.04043931124186898,0,0,0,1,0,0,18,0,0,7,0,0,-2.1994239442345584,0,0,8,0,0,-1.9651519497137022,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0
1,1,1,9500,1,1,135.0,1,2,1,2,8,-0.023009025598161172,0,0,0,1,0,1,19,0,0,7,7,7,0.4689112632325187,0,0,8,9,8,0.5517254798726249,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
1,42,1,9991,0,1,160.0,1,1,2,4,3,-0.4882968290917123,0,0,0,1,0,0,30,0,4,7,9,7,0.725669462245794,0,1,5,5,5,0.8795495659494188,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,44,1,9085,1,39,140.0,1,1,2,4,6,0.9216662117978377,1,0,0,1,0,0,29,0,0,6,0,0,-2.1994239442345584,0,0,6,0,0,-1.9651519497137022,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,0
1,1,6,9500,1,1,140.0,1,3,1,3,3,0.322431919419779,1,0,0,1,0,0,19,0,0,8,8,8,0.5417800674116315,0,0,8,8,8,0.5823455309092768,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,17,6,9556,1,1,115.0,1,19,2,5,3,-1.0381824150386365,1,0,0,1,0,0,20,0,0,7,7,7,0.651803467132654,0,0,8,8,8,0.7450028726410277,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2
1,1,1,9500,1,1,144.0,1,37,37,9,3,1.6618968082648515,0,0,0,1,0,0,20,0,0,7,7,6,0.6788876653408051,0,0,7,7,6,0.7097644529650206,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,1,4,9670,1,1,128.0,1,38,38,3,7,-0.4177986770472348,1,0,0,1,0,0,19,0,0,6,8,6,0.5927106710421417,0,0,6,9,6,0.6434063899387734,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
1,17,1,9147,1,1,116.0,1,38,2,9,2,-1.0381824150386365,1,0,0,1,0,0,20,0,0,5,8,3,0.1445903006890912,0,0,5,12,2,0.08508337689034876,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,1
3,1,2,9085,1,1,135.0,1,19,1,4,4,0.17438580012637664,1,0,0,1,0,0,21,0,0,5,8,0,-2.1994239442345584,4,0,5,12,0,-1.9651519497137022,4,-0.2876384574425296,0.12438647318417584,0.7657608350016585,0
1,17,1,9670,1,1,121.0,1,19,38,4,10,-0.8830864805407859,0,0,0,1,0,0,19,0,0,6,10,5,0.1790610984085565,0,0,6,9,4,0.8411076535755927,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
1,1,3,9500,1,1,134.0,1,37,38,9,9,-0.4671473834783692,1,0,0,1,0,1,18,0,0,8,8,7,0.29961040243320114,0,0,8,8,7,0.3572887278421544,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,39,1,8014,0,1,120.0,1,37,37,7,8,-0.4882968290917123,0,0,0,1,0,1,27,0,0,6,8,6,0.2480026938474875,0,0,6,10,5,0.49513044221115926,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,2
1,17,2,9147,1,1,125.0,1,38,38,6,8,-0.8760366653363385,1,0,0,1,0,1,19,0,0,5,6,5,0.5720281924104625,0,0,5,5,5,0.4182466174635073,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2
1,1,1,9500,1,1,141.0,1,1,1,90,3,0.06158875685521203,0,0,0,1,0,1,19,0,0,7,7,0,-2.1994239442345584,2,0,7,7,0,-1.9651519497137022,2,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,1,1,9773,1,1,140.0,1,1,19,4,8,-0.16400532968711617,1,0,0,1,0,0,19,0,0,6,7,5,0.7374880214638964,0,0,6,7,6,0.8356159518079033,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,2
1,1,6,9500,1,1,144.0,1,19,19,5,5,0.2378341369664068,1,0,0,1,0,1,18,0,0,8,8,7,0.6577127467417057,0,0,8,8,7,0.6900858549641341,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,2
1,17,1,9254,1,1,122.0,1,19,19,5,5,-0.6151935027717715,0,0,0,1,0,1,20,0,0,6,10,4,0.12735490182935835,0,0,6,6,6,0.053048449912160574,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,1
1,1,1,9670,1,1,130.0,1,19,37,4,5,-0.5728946115450855,0,0,0,1,0,1,18,0,0,6,6,6,0.7995354573589344,0,0,6,8,6,0.6617120624977382,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,2
1,1,5,9670,1,1,133.1,1,9,1,2,4,0.4281791474864952,1,0,0,1,0,0,19,0,0,6,0,0,-2.1994239442345584,0,0,6,0,0,-1.9651519497137022,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
2,39,1,9500,1,19,133.1,1,37,37,9,9,0.14618653930858524,1,0,0,1,0,0,36,0,0,7,7,6,0.13769614114519813,0,0,7,7,6,0.20681609940746454,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,43,1,9556,1,1,147.0,1,3,4,3,2,-1.8982598699812623,0,0,0,1,0,0,18,0,0,2,2,0,-2.1994239442345584,0,0,4,4,1,1.1102010401923745,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,1
1,43,1,9130,1,1,127.0,1,19,38,4,5,-0.4389481226605778,1,0,1,1,0,0,18,0,0,5,11,1,0.28247349156695284,0,0,5,9,3,0.3413627927158553,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,1
1,17,6,9500,1,1,136.0,1,19,38,9,3,0.3929300714642565,1,0,0,1,0,0,19,0,0,8,9,7,0.34452092746199076,0,0,8,9,7,0.39902566127659433,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,2
1,1,5,9500,1,1,127.0,1,19,19,7,8,-0.4671473834783692,1,0,0,1,0,1,18,0,0,8,8,7,0.4260689860668973,0,0,8,8,7,0.47481114567070815,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,17,1,9670,1,1,123.0,1,19,19,1,1,-0.8689868501318911,0,0,0,1,0,0,18,0,0,5,5,4,0.07564870525016021,0,0,5,5,4,0.14915323084672547,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,1,1,9238,1,1,128.0,1,37,19,9,3,-0.7350403612473836,1,0,0,1,0,1,19,0,0,6,6,6,0.4892982778837454,0,0,6,6,6,0.757816843432303,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2
1,1,1,9500,1,1,128.0,1,3,1,2,1,0.06158875685521203,0,0,0,1,0,1,19,0,0,7,8,7,0.7814382885562149,0,0,8,8,8,1.1102010401923745,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,1,2,9500,1,1,140.0,1,1,19,7,7,0.2096348761486154,1,0,0,1,0,0,18,0,0,7,8,7,0.47456201185867414,0,0,8,8,8,0.7377950140709355,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,0
1,1,2,9773,1,1,121.0,1,1,19,9,7,-0.5658447963406371,1,0,0,1,0,0,20,0,0,6,6,6,0.5582398733226764,0,0,6,10,5,0.49513044221115926,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
1,1,3,9254,1,1,122.0,1,19,38,3,10,-0.8901362957452342,1,0,0,1,0,1,20,0,0,6,8,5,0.44793332062038704,0,0,6,9,5,0.49513044221115926,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,1
1,18,1,9500,1,1,126.0,1,38,37,5,5,-0.8548872197229955,1,0,0,1,0,0,20,0,0,8,8,7,0.77944390668816,0,0,8,8,7,0.8032149113785356,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,1,4,9500,1,1,135.0,1,37,37,9,8,-0.27680237295827975,1,0,0,1,0,1,18,0,0,8,8,7,0.5681871606645792,0,0,8,8,7,0.6068865731836389,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,1,2,9500,1,1,131.0,1,19,19,7,5,-0.3402507097983099,1,0,0,1,0,0,18,0,0,7,8,7,0.723268817404617,0,0,8,8,8,0.7226585110737416,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,2
1,17,4,9085,1,1,140.0,1,19,37,4,7,-0.22745366652714533,0,0,0,1,0,0,19,0,0,5,11,5,0.2233806954764405,2,0,5,6,5,0.45668852983733305,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,1,3,9147,1,1,131.0,1,19,38,9,7,0.38588025625980915,1,0,0,1,0,0,19,0,0,5,5,5,0.24110853430359444,0,0,5,8,4,0.19720562131400793,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,1
2,39,1,8014,0,1,130.0,1,34,34,99,99,-0.8548872197229955,0,0,0,1,0,0,44,0,0,6,9,6,0.11011950296962551,0,1,6,15,2,0.14915323084672547,1,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,7,1,9003,1,3,130.0,1,38,37,5,6,0.21668469135306273,0,0,0,1,0,0,32,0,0,6,7,0,-2.1994239442345584,0,0,6,6,0,-1.9651519497137022,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0
1,43,1,9853,1,1,140.0,1,37,19,9,8,-0.32615107938941423,0,0,0,1,0,0,22,0,0,6,9,5,0.6133931496738209,0,0,6,8,5,0.3413627927158553,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0
2,39,1,9003,1,1,130.0,1,1,19,4,9,1.7958432971493592,1,0,0,1,0,0,36,0,4,12,14,12,0.6643038663056473,0,5,12,18,11,0.7432555129876722,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,2
1,17,1,9773,1,1,125.0,1,37,37,5,7,-0.48124701388726493,0,0,0,1,0,1,18,0,0,6,7,6,0.3858858847253491,0,0,6,8,6,0.5976422085413617,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,2
1,1,1,9130,1,1,160.0,1,3,3,3,2,1.9861883076694475,1,0,0,1,0,0,20,0,0,5,5,5,1.1097726368341232,0,0,5,5,5,0.8411076535755927,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,2
1,51,1,9070,1,1,130.0,1,19,19,5,7,-0.17105514489156354,0,0,0,1,0,1,20,0,5,11,11,11,0.6585185575974849,0,5,11,11,11,0.6209403372527718,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
1,17,1,9238,1,1,144.0,1,3,1,2,3,-0.0018595799848171199,0,0,0,1,0,0,19,0,0,6,8,5,-0.007081209276556914,0,0,6,11,4,0.053048449912160574,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,2
1,39,1,9147,1,19,133.1,1,3,1,3,5,1.8522418187849399,1,0,1,1,0,0,24,0,0,5,8,5,-0.08981112380327404,0,0,5,6,5,0.37980470508968106,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2
1,17,1,9238,1,1,148.0,1,1,1,4,9,0.20258506094416803,0,0,0,1,0,0,20,0,0,6,11,5,-0.007081209276556914,0,0,6,11,4,0.03382749372524767,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,1
1,43,1,8014,0,1,133.1,1,3,3,2,3,0.5691754515754502,0,0,0,1,0,0,27,0,7,10,10,9,0.16757083250206806,0,4,11,11,5,0.11071131847289965,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,0
1,1,1,9853,1,1,133.0,1,1,38,5,10,0.3083322890108843,1,0,0,1,0,0,20,0,0,6,9,5,0.765064659639469,0,4,8,8,8,0.4614937688840614,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,1
1,43,6,9238,1,1,129.0,1,34,34,0,0,-0.12170643846042907,0,0,0,1,0,1,23,0,15,16,18,16,0.4892982778837454,0,11,13,15,13,0.5848282377500865,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,1,5,9500,1,1,144.0,1,19,38,4,8,1.0133138094556593,1,0,0,1,0,1,18,0,0,8,9,8,0.5534139616419512,1,0,8,9,8,0.5931573187644154,1,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,17,1,9238,1,1,120.0,1,37,37,4,9,-0.6927414700206974,1,0,0,1,0,1,18,0,0,6,10,5,-0.01299048888560811,1,0,6,9,5,0.37980470508968106,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,2
1,17,3,9500,1,1,144.0,1,1,37,9,9,-0.03005884080260852,1,0,0,1,0,1,20,0,0,8,8,7,0.5900514952180685,0,0,8,8,7,0.6272058697240896,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,1,1,9254,1,1,132.0,1,19,38,9,7,-0.48124701388726493,0,0,0,1,0,1,20,0,0,6,6,6,0.3514150870058838,0,0,6,7,6,0.3093278657376671,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,1,1,9670,1,1,142.0,1,38,19,7,10,0.10388764808189914,0,0,0,1,0,0,23,0,0,6,11,6,0.25662039327735375,0,0,6,9,5,0.5015374276067969,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,0
1,1,2,9500,1,1,136.0,1,19,19,9,9,0.9216662117978377,1,0,0,1,0,0,20,0,0,7,7,6,0.6892289046566453,0,0,7,7,6,0.7193749310584776,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,39,1,9254,1,9,133.1,1,34,34,0,0,-1.1932783495364874,1,0,0,0,0,0,28,0,0,5,10,0,-2.1994239442345584,0,0,5,10,0,-1.9651519497137022,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,1,1,9670,1,1,122.0,1,1,19,3,5,-0.7138909156340405,1,0,0,1,0,0,21,0,0,5,8,4,0.1790610984085565,0,0,5,5,5,0.49513044221115926,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,1,2,9556,1,1,133.1,1,19,19,9,9,-1.5810181857811136,1,0,0,1,0,0,21,0,0,2,2,2,0.3858858847253491,0,0,7,0,0,-1.9651519497137022,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,0
1,7,1,9500,1,3,140.0,1,34,34,0,0,0.9216662117978377,0,0,0,1,0,0,28,0,0,7,0,0,-2.1994239442345584,0,0,8,0,0,-1.9651519497137022,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,1,1,9500,1,1,117.0,1,3,1,3,3,-0.9676842629941591,0,1,0,1,0,0,18,0,0,7,10,6,0.27833699584061705,0,0,8,11,7,0.5768195060055392,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,2
1,17,1,9238,1,1,128.0,1,38,19,191,175,-0.5869942419539812,1,0,0,1,0,1,21,0,0,6,8,5,0.5306632351471038,0,0,6,7,5,0.30292088034202946,0,-1.0009723271182625,0.12438647318417584,1.545606837207885,1
1,1,1,9500,1,1,136.0,1,1,1,4,4,-0.22040385132269796,0,0,0,1,0,0,19,0,0,7,10,6,0.2026982168447613,0,0,8,8,8,0.7329897750242071,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,18,6,9500,1,1,141.0,1,1,19,1,1,-0.01595921039371282,1,0,0,1,0,1,18,0,0,8,8,7,0.7611251399001019,0,0,8,8,7,0.786190635898699,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,2
1,1,3,9500,1,1,130.0,1,3,1,2,5,0.48457766912207806,0,0,0,1,0,0,19,0,0,7,0,0,-2.1994239442345584,0,0,8,0,0,-1.9651519497137022,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,0
1,44,1,9085,1,39,140.0,1,38,38,9,7,0.9216662117978377,0,0,0,1,0,0,20,0,2,6,9,6,0.42035668244481444,0,1,6,12,2,0.5335723545849851,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,1
1,1,3,9500,1,1,102.0,1,1,19,9,5,-1.855960978754576,1,0,0,1,0,1,20,0,0,7,9,6,0.4410391610764936,0,0,8,10,7,0.3660754506704576,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2
1,17,1,9853,1,1,126.0,1,1,37,7,9,0.4070297018731512,0,0,0,1,0,1,18,0,0,6,7,6,0.42035668244481444,0,0,6,7,5,0.37980470508968106,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,2
1,43,2,9670,1,1,125.0,1,38,19,4,3,-1.4329720664877112,1,0,0,1,0,0,20,0,4,6,7,6,0.1790610984085565,0,0,6,10,4,0.06677770433138408,0,-0.2876384574425296,0.12438647318417584,0.7657608350016585,0
1,39,1,9670,1,1,120.0,1,1,19,5,4,0.9498654726156291,0,0,0,1,0,0,31,0,2,6,13,5,0.1583786197768773,0,0,6,14,4,0.2933104022485728,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,0
1,17,3,9500,1,1,132.0,1,37,37,9,7,0.09683783287745178,1,0,0,1,0,1,19,0,0,7,8,7,0.842193069536773,0,0,8,8,8,0.8175619822466241,0,1.476924272807967,1.1370048489905784,-1.7896667428492534,2
1,1,3,9500,1,1,128.0,1,38,38,5,5,-0.5869942419539812,1,0,0,1,0,1,19,0,0,7,9,6,0.2440631741081204,0,0,8,8,7,0.6379146881710844,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,1,1,9070,1,1,115.0,1,19,1,3,8,-0.24860311214048839,0,0,0,1,0,0,23,0,1,6,8,6,0.4892982778837454,1,0,6,8,6,0.31733659748221404,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,2
1,1,1,9670,1,1,125.0,1,37,37,5,5,-0.20630422091380227,0,0,0,1,0,0,19,0,0,6,7,6,0.8734014524720747,0,0,6,6,6,0.5976422085413617,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,2
1,1,6,9500,1,1,137.0,1,1,3,3,2,-0.39664923143389175,1,0,0,1,0,0,20,0,0,7,7,6,0.4065683633570283,0,0,7,7,6,0.45668852983733305,0,-1.4890428695279747,0.9923450810182353,0.14012166938988344,2
1,1,1,9085,1,1,101.0,1,37,37,9,4,-1.8277617179367849,1,0,1,1,0,0,22,0,0,6,9,5,0.5582398733226764,0,0,6,17,4,0.22603705559437745,0,0.3130637486001926,-0.5265824826913685,0.7877903830865802,1
1,1,1,9853,1,1,126.0,1,3,1,2,5,-0.7068411004295921,1,1,0,1,0,0,18,0,0,7,10,6,0.006707109811229211,0,0,7,12,6,0.5015374276067969,0,0.8762220667652447,-1.1052215545807416,0.347199421388147,1
1,7,3,9130,1,3,130.0,1,19,37,90,5,0.21668469135306273,0,0,1,0,0,0,27,0,1,5,6,2,0.1790610984085565,0,0,5,5,1,0.14915323084672547,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0
1,39,1,9556,1,19,100.0,1,37,38,9,9,-0.4882968290917123,0,0,0,1,0,0,29,0,0,7,9,1,-0.1311760810666324,0,0,7,0,0,-1.9651519497137022,0,0.4256954122332026,1.7879738048661231,-0.7498720732409514,0
1,17,1,9254,1,1,122.0,1,1,19,4,3,0.24488395217085412,1,0,0,1,0,0,18,0,0,6,10,5,0.24110853430359444,0,0,6,10,5,0.37980470508968106,0,-0.17500679380951956,-0.454252598705197,0.8891263042772198,2
1,17,1,9070,1,1,126.0,1,19,38,9,7,-0.5799444267495328,0,0,0,1,0,0,18,0,0,6,7,5,0.24110853430359444,0,0,6,6,6,0.4695025006286083,0,1.7397314879516577,-0.6712422506637118,-0.40621112311617363,2
1,17,1,9500,1,1,128.0,1,38,38,7,7,0.322431919419779,0,0,0,1,0,0,18,0,0,8,8,8,0.44198710801377916,0,0,8,8,8,0.48960441730742166,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,2
1,17,3,9085,1,1,134.0,1,37,38,9,9,-0.4600975682739209,1,0,0,1,0,0,20,0,0,5,13,3,0.1445903006890912,2,0,5,8,5,0.45668852983733305,0,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264,1
